ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
Mycobacterium tuberculosis ethA mutations conferring resistance to prothionamide	3005106	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	37.00	31.00	68.00	48.23	709.00	0.00	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_ethA_mutations_conferring_resistance_to_isoniazid (1); Mycobacterium_tuberculosis_ethA_with_mutation_conferring_resistance_to_ethionamide (1)	1470	prothionamide resistant ethA	prothionamide	antibiotic target alteration
Mycobacterium tuberculosis mshA mutations conferring resistance to prothionamide	3005108	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	61.00	27.00	88.00	70.62	1019.00	0.00	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_mshA_mutations_conferring_resistance_to_isoniazid (1)	1443	prothionamide resistant mshA	prothionamide	antibiotic target alteration
blaS1	3005111	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium smegmatis	19.00	13.00	32.00	56.80	501.00	12.25	0	0	0	0	N/A	N/A		882	blaS	cephalosporin; cephamycin; penam	antibiotic inactivation
AAC(6')-Ib-cr3	3005112	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas media	21.00	4.00	25.00	45.17	271.00	0.52	0	0	0	0	N/A	N/A	AAC(6')-30/AAC(6')-Ib'_fusion_protein (1); AAC(6')-Ib4 (1); AAC(6')-Ib (1); QnrVC4 (1); QnrVC5 (1); GES-5 (1); QnrVC7 (1); OXA-454 (1)	600	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib-cr4	3005114	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter hormaechei	6.00	1.00	7.00	73.40	425.00	3.43	0	0	0	0	N/A	N/A	AAC(6')-Ib (1); QnrVC4 (1); Salmonella_enterica_cmlA (1)	579	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib-cr6	3005116	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	1.00	4.00	37.67	226.00	0.50	0	0	0	0	N/A	N/A	QnrVC4 (1); QnrVC5 (1)	600	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib-cr7	3005117	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	1.00	4.00	44.32	246.00	0.50	0	0	0	0	N/A	N/A	QnrVC4 (1)	555	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib-cr8	3005118	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1.00	0.00	1.00	27.21	151.00	1.00	0	0	0	0	N/A	N/A	aadA6 (1)	555	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib-cr9	3005119	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	6.00	1.00	7.00	90.45	502.00	3.43	0	0	0	0	N/A	N/A	OXA-1 (1); cmlA6 (1); AAC(6')-Ib3 (1)	555	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
PDC-47	3005128	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	9.63	115.00	0.00	0	0	0	0	N/A	N/A	SST-1 (1)	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-59	3005137	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	4.00	0.00	4.00	20.02	239.00	2.00	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-56	3005140	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	8.00	4.00	12.00	24.54	293.00	0.17	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-48	3005148	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	9.38	112.00	0.00	0	0	0	0	N/A	N/A	SST-1 (1)	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PAC-1	3005150	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	13.18	151.00	22.00	0	0	0	0	N/A	N/A		1146	PAC beta-lactamase	cephalosporin	antibiotic inactivation
APH(3')-XV	3005154	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	4.03	32.00	0.00	0	0	0	0	N/A	N/A		795	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
TEM-228	3005259	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
PDC-41	3005157	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	5.00	10.00	10.55	126.00	0.00	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
Tet(X1)	3005166	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides thetaiotaomicron	1.00	0.00	1.00	10.65	115.00	42.00	0	0	0	0	N/A	N/A	Tet(X4) (1)	1080	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
CMY-173	3005177	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	15.18	174.00	1.00	0	0	0	0	N/A	N/A	CMY-16 (1); CMY-34 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-146	3005181	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	12.57	144.00	0.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-165	3005188	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	13.18	151.00	1.00	0	0	0	0	N/A	N/A	CMY-4 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-166	3005189	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	13.18	151.00	1.00	0	0	0	0	N/A	N/A	CMY-59 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-163	3005193	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	23.91	274.00	1.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-141	3005196	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	13.18	151.00	0.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-129	3003137	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	8.38	96.00	1.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-138	3005220	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	1.00	1.00	2.00	13.18	151.00	0.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
mcr-3.41	3005221	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	2.00	0.00	2.00	18.61	302.00	1.00	0	0	0	0	N/A	N/A	MCR-3.6 (1); MCR-3.9 (1)	1623	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
OXA-544	3005222	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	71.00	11.00	82.00	97.58	808.00	0.83	0	0	0	0	N/A	N/A	OXA-15 (1); aadA6 (1); OXA-540 (1); aadA25 (1); OXA-543 (1); linG (1); OXA-737 (1); ANT(3'')-IIa (1); OXA-415 (1); aadA6/aadA10 (1); qacL (1); OXA-161 (1); OXA-732 (1); OXA-539 (1); qacE (1); OXA-226 (1); qacEdelta1 (1); OXA-36 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
SHV-202	3005253	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	17.42	151.00	1.00	0	0	0	0	N/A	N/A	SHV-64 (1)	867	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
TEM-210	3001387	protein homolog model	CARD	1	100.0	no data	no data	Enterobacteriaceae	2.00	2.00	4.00	31.13	268.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
TEM-212	3001389	protein homolog model	CARD	1	100.0	no data	no data	Providencia stuartii	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
TEM-225	3005256	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
TEM-240	3005270	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella variicola	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	TEM-186 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
PDC-105	3005277	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	2.00	4.00	17.00	203.00	0.50	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-413	3005282	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	4.02	48.00	22.00	0	0	0	0	N/A	N/A	MOX-9 (1)	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-19b	3005292	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	9.80	117.00	0.00	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-173	3005306	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	3.85	45.00	0.00	0	0	0	0	N/A	N/A		1170	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-449	3005313	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	3.69	44.00	0.00	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
OXA-540	3005314	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	64.00	6.00	70.00	97.22	805.00	1.06	0	0	0	0	N/A	N/A	aadA6 (1); AAC(6')-Ib7 (1); OXA-415 (1); ANT(3'')-IIa (1); OXA-15 (1); OXA-544 (1); catB3 (1); OXA-210 (1); OXA-681 (1); qacEdelta1 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-779	3005315	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	10.00	3.00	13.00	80.02	641.00	0.62	0	0	0	0	N/A	N/A	EreA (1); aadA5 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-838	3005316	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	22.00	7.00	29.00	82.49	683.00	0.62	0	0	0	0	N/A	N/A	OXA-15 (1); aadA6/aadA10 (1); OXA-541 (1); OXA-210 (1); OXA-681 (1); OXA-141 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-539	3005317	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	38.00	9.00	47.00	96.03	798.00	0.74	0	0	0	0	N/A	N/A	OXA-681 (1); OXA-2 (1); OXA-544 (1); AAC(6')-Ib3 (1); OXA-415 (1); aadA6/aadA10 (1); aadA6 (1); OXA-210 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); OXA-15 (1); qacEdelta1 (1)	831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-543	3005318	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	57.00	12.00	69.00	98.55	816.00	0.77	0	0	0	0	N/A	N/A	ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); aadA6/aadA10 (1); aadA6 (1); OXA-544 (1); aadA8 (1); ANT(3'')-IIa (1); OXA-2 (1); OXA-737 (1); qacEdelta1 (1); OXA-541 (1); aadA24 (1); OXA-36 (1); qacE (1); OXA-681 (1); OXA-32 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-681	3005319	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	35.00	10.00	45.00	93.94	775.00	2.40	0	0	0	0	N/A	N/A	aadA11 (1); OXA-32 (1); OXA-540 (1); OXA-838 (1); OXA-543 (1); OXA-539 (1); OXA-161 (1); OXA-415 (1); qacEdelta1 (1)	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-737	3005320	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	43.00	9.00	52.00	95.17	788.00	0.71	0	0	0	0	N/A	N/A	OXA-2 (1); AAC(6')-Ib7 (1); aadA6/aadA10 (1); aadA12 (1); qacL (1); OXA-161 (1); OXA-543 (1); aadA6 (1); OXA-541 (1); OXA-544 (1); OXA-34 (1); aadA (1); OXA-32 (1); qacEdelta1 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-541	3005321	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas putida	37.00	5.00	42.00	100.00	828.00	1.05	0	0	0	0	N/A	N/A	aadA (1); aadA8 (1); OXA-226 (1); OXA-543 (1); aadA6 (1); AAC(6')-Ib7 (1); OXA-34 (1); qacEdelta1 (1); OXA-210 (1); aadA10 (1); ANT(3'')-IIa (1); OXA-838 (1); OXA-737 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-835	3005322	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	10.00	4.00	14.00	65.92	528.00	0.71	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-926	3005323	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella	2.00	0.00	2.00	30.36	245.00	22.00	0	0	0	0	N/A	N/A		807	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-641	3005333	protein homolog model	CARD	1	100.0	no data	no data	Morganella morganii	29.00	9.00	38.00	100.00	774.00	12.05	0	0	0	0	N/A	N/A	OXA-372 (1)	774	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
dfr22	3005354	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	30.32	151.00	5.50	0	0	0	0	N/A	N/A		498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ACT-51	3006246	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter kobei	2.00	0.00	2.00	26.35	302.00	11.00	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
ACT-76	3006270	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter	1.00	1.00	2.00	2.88	33.00	0.00	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
ACT-87	3006279	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter kobei	2.00	2.00	4.00	26.35	302.00	5.50	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
ADC-222	3006391	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	2.00	4.00	9.38	108.00	1.00	0	0	0	0	N/A	N/A		1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
AXC-1	3006897	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter xylosoxidans	4.00	2.00	6.00	22.07	198.00	0.00	0	0	0	0	N/A	N/A		897	AXC beta-lactamase	carbapenem	antibiotic inactivation
AXC-3	3006899	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter	12.00	12.00	24.00	9.70	87.00	1.00	0	0	0	0	N/A	N/A		897	AXC beta-lactamase	carbapenem	antibiotic inactivation
AXC-4	3006900	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter xylosoxidans	3.00	1.00	4.00	23.63	212.00	0.00	0	0	0	0	N/A	N/A		897	AXC beta-lactamase	carbapenem	antibiotic inactivation
AXC-5	3006901	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter xylosoxidans	3.00	3.00	6.00	18.17	163.00	0.00	0	0	0	0	N/A	N/A		897	AXC beta-lactamase	carbapenem	antibiotic inactivation
BEL-4	3006154	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	0.00	5.00	62.09	529.00	1.00	0	0	0	0	N/A	N/A	BEL-3 (1)	852	BEL beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
BKC-2	3006223	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter hormaechei	11.00	3.00	14.00	72.40	682.00	0.64	0	0	0	0	N/A	N/A		942	BKC Beta-lactamase	carbapenem	antibiotic inactivation
CARB-11	3005559	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	4.00	1.00	5.00	61.13	530.00	0.80	0	0	0	0	N/A	N/A	CARB-6 (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
CARB-51	3005585	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	0.00	3.00	40.25	349.00	0.67	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); qacEdelta1 (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
CARB-52	3005586	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	17.42	151.00	0.50	0	0	0	0	N/A	N/A		867	CARB beta-lactamase	penam	antibiotic inactivation
CARB-53	3005587	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	17.42	151.00	1.00	0	0	0	0	N/A	N/A	CARB-3 (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
CARB-55	3005589	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	3.00	0.00	3.00	38.29	332.00	1.00	0	0	0	0	N/A	N/A	aadA3 (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
CME-2	3006155	protein homolog model	CARD	1	100.0	no data	no data	Elizabethkingia meningoseptica	5.00	5.00	10.00	5.37	48.00	0.00	0	0	0	0	N/A	N/A		894	CME beta-lactamase	penam	antibiotic inactivation
CMH-2	3006854	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	13.18	151.00	11.00	0	0	0	0	N/A	N/A	CMH-6 (1)	1146	CMH beta-lactamase	cephalosporin	antibiotic inactivation
CMH-4	3006856	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	3.00	0.00	3.00	20.94	240.00	1.33	0	0	0	0	N/A	N/A	CMH-6 (1)	1146	CMH beta-lactamase	cephalosporin	antibiotic inactivation
CMH-6	3006858	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	2.00	0.00	2.00	26.35	302.00	1.00	0	0	0	0	N/A	N/A	CMH-2 (1); CMH-4 (1)	1146	CMH beta-lactamase	cephalosporin	antibiotic inactivation
CMY-167	3006459	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	1.00	1.00	2.00	13.18	151.00	0.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-8b	3006464	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	6.00	4.00	10.00	37.42	430.00	0.40	0	0	0	0	N/A	N/A		1149	CMY beta-lactamase	cephamycin	antibiotic inactivation
CRH-2	3006866	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	2.00	2.00	4.00	10.08	88.00	5.50	0	0	0	0	N/A	N/A		873	CRH beta-lactamase	carbapenem	antibiotic inactivation
CRH-3	3006867	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	2.00	2.00	4.00	4.01	35.00	11.00	0	0	0	0	N/A	N/A		873	CRH beta-lactamase	carbapenem	antibiotic inactivation
DHA-23	3002154	protein homolog model	CARD	1	100.0	no data	no data	Enterobacteriaceae	2.00	0.00	2.00	26.49	302.00	1.00	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
DHA-26	3006467	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	13.25	151.00	0.50	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
EAM-1	3006873	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	2.00	2.00	4.00	5.33	51.00	11.00	0	0	0	0	N/A	N/A		957	EAM beta-lactamase	carbapenem	antibiotic inactivation
EC-13	3006874	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	1.00	3.00	26.63	302.00	0.67	0	0	0	0	N/A	N/A	EC-18 (1)	1134	EC beta-lactamase	cephalosporin	antibiotic inactivation
EC-14	3006875	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	1.00	4.00	29.45	334.00	0.75	0	0	0	0	N/A	N/A		1134	EC beta-lactamase	cephalosporin	antibiotic inactivation
EC-18	3006878	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	1.00	5.00	53.26	604.00	7.00	0	0	0	0	N/A	N/A	EC-13 (1)	1134	EC beta-lactamase	cephalosporin	antibiotic inactivation
EC-5	3006880	protein homolog model	CARD	1	100.0	no data	no data	Escherichia	2.00	1.00	3.00	18.43	209.00	0.67	0	0	0	0	N/A	N/A	Escherichia_coli_ampC_beta-lactamase (1)	1134	EC beta-lactamase	cephalosporin	antibiotic inactivation
EC-8	3006881	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	13.32	151.00	5.50	0	0	0	0	N/A	N/A		1134	EC beta-lactamase	cephalosporin	antibiotic inactivation
GES-25	3003185	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	29.00	3.00	32.00	87.50	756.00	1.19	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-39 (1); GES-26 (1); GES-27 (1); GES-12 (1); GES-8 (1); GES-46 (1); GES-30 (1); GES-3 (1); AAC(6')-Ib3 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-27	3006156	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	44.00	7.00	51.00	100.00	864.00	1.39	0	0	0	0	N/A	N/A	GES-20 (1); AAC(6')-Ib7 (1); GES-2 (1); GES-14 (1); GES-37 (1); GES-6 (1); GES-33 (1); GES-31 (1); GES-16 (1); GES-9 (1); qacE (1); GES-17 (1); GES-19 (1); GES-25 (1); GES-29 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-28	3006157	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	51.00	8.00	59.00	98.03	847.00	0.80	0	0	0	0	N/A	N/A	GES-20 (1); GES-1 (1); AAC(6')-Ib7 (1); GES-36 (1); dfrB2 (1); GES-42 (1); GES-9 (1); GES-5 (1); GES-29 (1); qacEdelta1 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-29	3006158	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	39.00	7.00	46.00	96.99	838.00	0.83	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-39 (1); dfrB2 (1); GES-27 (1); GES-28 (1); GES-30 (1); GES-22 (1); GES-19 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-30	3006159	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	55.00	8.00	63.00	92.71	801.00	0.84	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-26 (1); GES-25 (1); GES-12 (1); aadA9 (1); dfrB5 (1); GES-16 (1); GES-46 (1); GES-8 (1); GES-40 (1); GES-19 (1); dfrB2 (1); GES-29 (1); GES-37 (1); GES-43 (1); cmlA1 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-31	3006160	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	11.00	4.00	15.00	81.60	705.00	0.60	0	0	0	0	N/A	N/A	GES-33 (1); dfrB2 (1); GES-15 (1); GES-27 (1); qacEdelta1 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-33	3006162	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	35.00	10.00	45.00	90.28	780.00	0.71	0	0	0	0	N/A	N/A	GES-8 (1); GES-16 (1); GES-22 (1); GES-39 (1); AAC(6')-Ib7 (1); GES-2 (1); GES-21 (1); GES-31 (1); GES-27 (1); qacEdelta1 (1); GES-15 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-34	3006163	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	24.00	8.00	32.00	98.50	851.00	0.66	0	0	0	0	N/A	N/A	GES-3 (1); AAC(6')-Ib7 (1); aadA6 (1); GES-37 (1); dfrB2 (1); GES-26 (1); GES-22 (1); GES-46 (1); qacEdelta1 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-35	3006164	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	21.00	8.00	29.00	65.62	567.00	0.66	0	0	0	0	N/A	N/A	GES-3 (1); AAC(6')-Ib7 (1); dfrB2 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-36	3006165	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	50.00	6.00	56.00	100.00	864.00	1.23	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-16 (1); dfrB2 (1); GES-39 (1); GES-45 (1); GES-9 (1); GES-28 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
